ID,Name,DisplayName,Description,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category
309,"FlamingCore","赤核碎片","不稳定，散发巨大能量。",2,6,1,500,"Special"
310,"EGun_Magic","???","*Item_EGun_Magic_Desc*",9,1,1,284,"Weapon"
311,"EGun_SMG_Storm_NoGraphic","???","*Item_EGun_SMG_Storm_NoGraphic_Desc*",9,1,1,284,"Weapon"
312,"Key_Card_Factory","工厂门禁卡","工厂员工的门禁卡。",3,1,1,2185,"Key"
313,"Key_Card_Factory_Uncrack","工厂门禁卡(加密)","工厂员工的门禁卡（已被加密，无法使用）。",6,1,1,1,"Quest"
314,"BP_Weapon_0_Basic","武器蓝图：基础","用于研发武器的基础蓝图。",99,1,1,800,"Formula"
315,"BP_Weapon_2_Pro","武器蓝图：专业","用于研发武器的专业蓝图。",99,1,1,3000,"Formula"
316,"BP_Weapon_1_Advanced","武器蓝图：进阶","用于研发武器的进阶蓝图。",99,1,1,2000,"Formula"
317,"BP_Weapon_3_Ultimate","武器蓝图：终极","用于研发武器的终极蓝图。",99,1,1,3000,"Formula"
318,"Totem_Armor 2","图腾:甲胄 Ⅱ","大幅增强防护属性。",3,1,1,2000,"Totem"
319,"Totem_Armor","图腾:甲胄 Ⅰ","增强防护属性。",1,1,1,350,"Totem"
320,"Totem_GunDamage 2","图腾:进击 Ⅱ","大幅提高枪械的伤害。",4,1,1,3500,"Totem"
321,"Totem_GunDamage","图腾:进击 Ⅰ","提高枪械的伤害。",2,1,1,1000,"Totem"
322,"Totem_MeleeAttack 2","图腾:战士 II","中幅增加近战输出。",3,1,1,2000,"Totem"
323,"Totem_MeleeAttack","图腾:战士 I","小幅增加近战输出。",2,1,1,1000,"Totem"
324,"Totem_Speed 2","图腾:轻盈 Ⅱ","增加移动能力。",4,1,1,3500,"Totem"
325,"Totem_Strong 3","图腾:健壮 Ⅲ","负重属性增强，背包容量增加。",4,1,1,3500,"Totem"
326,"Bullet_Rocket","火箭弹 Lv1","发射器弹药。",5,5,1,500,"Bullet"
327,"Rocket_RPG_Lv_1","RPG-7","爆炸性伤害，咻~~~砰！",6,1,1,8531,"Weapon"
328,"GPU","显示卡","久经沙场的图形处理卡，布满灰尘。",5,1,1,21436,"Electric"
329,"PowerBank","充电宝","物美价廉的充电宝，不过充不了几次。",3,1,1,810,"Electric"
330,"InformationFiles","情报文件","包含了各种机密信息的情报文件。",5,1,1,4176,"Information"
331,"LEDX","LEDX皮肤透照仪","血管显像仪，用于显示血管，便于注射。",5,1,1,32514,"Medic"
332,"Bolt","螺栓","略微生锈的螺栓，硬度够用。",1,10,1,193,"Tool"
333,"Bulb","灯泡","普通的灯泡，看起来还能工作。",2,10,1,255,"Tool"
334,"Bulb2","节能灯","亮起来更加省电，不过看起来质量不太好。",3,3,1,827,"Tool"
335,"Nut","螺母","充满划痕的螺母。",1,10,1,222,"Tool"
336,"Cable","电源线","电脑用的电源线。",2,1,1,514,"Electric"
337,"Cables","电线","各种电线。",1,5,1,150,"Electric"
338,"CDDriver","CD驱动器","用来读取CD光盘。",2,1,1,579,"Electric"
339,"CircuitBoard","电路板","电脑主板。",2,1,1,496,"Electric"
340,"ElectricParts","电子元件","不知道是啥的奇怪电子零件。",1,5,1,235,"Electric"
341,"EnemyGun_Spider_Rifle","???","*Item_EnemyGun_Spider_Rifle_Desc*",9,1,1,218,"Weapon"
342,"EnemyGun_Spider_Ring","???","*Item_EnemyGun_Spider_Ring_Desc*",9,1,1,229,"Weapon"
343,"FishingRod","破旧鱼竿","又破又旧的钓竿。",1,1,1,287,"Tool"
344,"Bait1","*Item_Bait1*","*Item_Bait1_Desc*",93,3,1,212,"Bait"
345,"Bait2","*Item_Bait2*","*Item_Bait2_Desc*",94,3,1,212,"Bait"
346,"Fish1","一级鱼","*Item_Fish1_Desc*",92,1,1,83,"Fish"
347,"Fish2","二级鱼","*Item_Fish2_Desc*",93,1,1,83,"Fish"
348,"Bait3","*Item_Bait3*","*Item_Bait3_Desc*",95,3,1,212,"Bait"
349,"Fish3","三级鱼","*Item_Fish3_Desc*",94,1,1,83,"Fish"
350,"Bullet_AR_S_Poison","S-涂毒弹","子弹表面涂抹毒药。",999,240,30,12,"Bullet"
351,"Bullet_AR_S_Electric","S-电击弹","释放电流的子弹，有时候能麻痹敌人。",999,240,30,22,"Bullet"
352,"Bullet_AR_L_Electric","L-电击弹","集中的瞬间释放电力。",999,180,30,20,"Bullet"
353,"Bullet_AR_L_Space","L-空间弹","借助地核力量，能够扭曲空间，破坏坚硬的结构。",999,180,30,35,"Bullet"
354,"Bullet_AR_S_Space","S-空间弹","借助地核力量，能够扭曲空间，破坏坚硬的结构。",999,240,30,30,"Bullet"
355,"Bullet_SHOT_Piercing2","霰弹-穿甲弹","能够穿透低级护甲。",999,80,20,30,"Bullet"
356,"AnimalWeapon","空手","*Item_AnimalWeapon_Desc*",9,1,1,175,"Weapon"
357,"A_Bow_Lv_1","劣质弓","就是一根木棒中间绑了根绳子，可以凑合用用。",1,1,1,218,"Weapon"
358,"Bullet_Arrow_Normal","木箭矢","用树枝制作的箭矢。",999,20,10,25,"Bullet"
359,"Key_GroundZero_GHouse","灰房子钥匙","零号区域的一处民房钥匙。",2,1,1,380,"Key"
360,"Key_GroundZero_Storage","杂物围栏钥匙","山丘一处不起眼的杂物堆放处。",2,1,1,459,"Key"
361,"Wood","木料","经过了加工的木料。",1,10,1,102,"Tool"
362,"MetalSlice","金属片","略微生锈的金属片。",1,10,2,89,"Tool"
363,"Bullet_AR_L_Rusted","L-过期子弹","已经过了使用年限，一碰就碎。甚至连纸都打不穿。打这种子弹会较快降低枪械耐久。",999,180,30,1,"Bullet"
364,"Bullet_AR_S_Rusted","S-生锈子弹","生了锈的小口径子弹。打不穿任何东西。打这种子弹会较快降低枪械耐久。",999,240,30,1,"Bullet"
365,"WoodStick","木棍","可以挥来挥去的木棍，非常直。",1,1,1,10,"Weapon"
366,"Quest_Letter_EquipmentMercent","老朋友的信","看见对面的营地没，后面有一块铁丝网坏掉了，然后他们用铁皮给补上了，但是一点也不牢靠，我用一个撬棍就能轻松打开。我之前从那进了不少货。",2,1,1,1,"Quest"
367,"WeaponParts","武器零件","一堆用来制造枪械的零件。",1,5,1,128,"Tool"
368,"Feather","虚化的羽毛","感觉很快就会消失。",2,15,1,200,"Special"
369,"Totem_PhysicResist","图腾:抗物 Ⅰ","免疫流血。",2,1,1,1000,"Totem"
370,"Totem_FinalDash","图腾：马拉松 Ⅰ","小幅减少耐力消耗。",2,1,1,1000,"Totem"
371,"Totem_Hunger","图腾：饥饿大师","减少能量和水分的消耗。",3,1,1,2000,"Totem"
372,"Totem_Stamina","图腾：耐力","增加耐力上限，并加快体力恢复速度。",3,1,1,1900,"Totem"
373,"Quest_Blueprint_TeleporterMachine","传送装置图纸","详细描述了传送装置的制作过程，异常的简单。",2,1,1,200,"Quest"
374,"Formula_Template","配方：MD40","制作MD40的配方。",99,1,1,253,"Formula"
375,"Quest_HardDrive_GroundZero_Signal","农场镇传送密钥","有了这个，我们就可以传送到农场镇了。",2,1,1,1,"Quest"
376,"BP_RPG","蓝图：RPG发射器","用于在工作台研发武器：RPG。",6,1,1,50,"Formula"
377,"Formula_Trap","配方：捕兽夹","制作捕兽陷阱的配方。",99,1,1,253,"Formula"
378,"Formula_WD40","配方：MD40","制作MD40的配方。",99,1,1,253,"Formula"
379,"ArmorCai","背带衣","Music~",9,1,1,350,"Armor"
380,"Basketball","T.H篮球","气还很足。",3,1,1,500,"Daily"
381,"Formula_ArmorCai","配方：背带衣","谢谢。",99,1,1,253,"Formula"
382,"Formula_Wrench03","配方：撬棍","制作撬棍的配方。",99,1,1,253,"Formula"
383,"Formula_Cable","配方：电源线","制作电源线的配方。",99,1,1,253,"Formula"
384,"Key_Machine","机械钥匙","打开某个车门的钥匙。",1,1,1,220,"Key"
385,"Quest_Watch","怀表","好像是锌合金做的。",4,1,1,774,"Quest"
386,"Quest_List_GroundZeroGoods","货物清单","武器运送货物清单。",2,1,1,1,"Quest"
387,"Formula_CircuitBoard","配方：电路板","在工作台制作电路板的配方。",99,1,1,253,"Formula"
388,"BitCoin","0.2BTC","这玩意也有实体的？",5,1,1,15631,"Luxury"
389,"Quest_Letter_InShop","神秘留言","告诉你，售货机里的东西，都超贵！售卖价格翻了好几倍！而且回收价竟然只有原价的一半！奸商，奸商！",9,1,1,1,"Special"
390,"Bullet_Energy_S","小型能量弹","为小型能量武器提供能量。",999,120,30,25,"Bullet"
391,"Energy_CubeGun","方块枪","小巧的电属性能量发射武器。",9,1,1,1018,"Weapon"
392,"BP_CubeGun","蓝图：方块枪","用于研发能量武器：方块枪。",6,1,1,50,"Formula"
393,"BP_Bullet_Energy_S","蓝图：小型能量弹药","手工制作小型能量弹药的方法。",6,1,1,50,"Formula"
394,"ComputeCore","计算核心","蜘蛛型机器人的计算核心。",2,5,1,500,"Special"
395,"Jinitaimei","黑色针剂","原型是BeLand公司研发的“脏水”生化药剂。J-Lab经过两年半研究，对其进行改良，极大降低了对宿主造成的副作用。药物全称是Ginius-PEP-Mg，也可称作基尼肽镁。",6,3,1,34,"Injector"
396,"Formula_Jinitaimei","配方：黑色药剂","在医疗站解锁黑色药剂的配方。",99,1,1,253,"Formula"
397,"BitcoinMiner","比特币矿机","*Item_BitcoinMiner_Desc*",2,1,1,500,"Special"
398,"Injection_Weight","负重针","增加负重，持续240秒。",3,3,1,648,"Injector"
399,"Bullet_Arrow_Explosion","爆炸箭","这玩意没有安全爆炸距离。",999,5,1,500,"Bullet"
400,"BP_ArrowExplosion","蓝图：爆炸箭","在工作台制作爆炸箭的配方。",6,1,1,50,"Formula"
401,"BP_GPU_Potato","蓝图：土豆显卡","手搓土豆显卡的图纸，上面还画了大便的俯视图，不知是何用意。",6,1,1,50,"Formula"
402,"GPU_Potato","土豆显卡","真是一场奇迹。",9,1,1,800,"Electric"
403,"Potato","土豆","土豆的香气。",1,3,1,230,"Food"
404,"Bullet_SHOT_Rusted","霰弹-破烂","弹壳已经老化了，里面的弹丸估计也好不到哪去。",999,80,20,3,"Bullet"
405,"BP_GasMask","蓝图：防毒面具","制作防毒面具的蓝图。",99,1,1,50,"Formula"
406,"Bullet_Sniper_Rusted","狙击-劣质子弹","偷工减料的子弹。",999,30,10,19,"Bullet"
407,"Sniper_Balett","M107","很猛，甚至不像是用来与有机生物作战的武器，重量也相当夸张。",6,1,1,23102,"Weapon"
408,"Injection_ElecResist","电抗性针","一段时间内受到的电属性伤害降低。",3,3,1,648,"Injector"
409,"Injection_PainResist","镇痛剂","让你在一段时间内无视疼痛。",3,3,1,648,"Injector"
410,"Formula_Injection_ElecResist","配方：抗电性针","在医疗站制作抗电性针的配方。",99,1,1,253,"Formula"
411,"Formula_Injection_PainResist","配方：镇痛剂","在医疗站制作镇痛剂的配方。",99,1,1,253,"Formula"
412,"Magazine_Sniper_Lv_1","狙击枪弹匣 Lv1","扩容弹匣。",999,1,1,1590,"Accessory"
413,"Magazine_Sniper_Lv_2","狙击枪弹匣 Lv2","扩容弹匣。",999,1,1,3250,"Accessory"
414,"Magazine_Sniper_Lv_3","狙击枪弹匣 Lv3","扩容弹匣。",999,1,1,5600,"Accessory"
415,"Magazine_Sniper_Lv_4","狙击枪弹匣 Lv4","扩容弹匣。",999,1,1,9800,"Accessory"
416,"Muzzle_L_Slience_1","大口径消音器 Lv1","减弱声音传播距离。",999,1,1,1200,"Accessory"
417,"Muzzle_L_Slience_2","大口径消音器 Lv2","减弱声音传播距离。",999,1,1,2000,"Accessory"
418,"Muzzle_L_Slience_3","大口径消音器 Lv3","减弱声音传播距离。",999,1,1,3250,"Accessory"
419,"Muzzle_L_Slience_4","大口径消音器 Lv4","减弱声音传播距离。",999,1,1,6800,"Accessory"
420,"Muzzle_S_Slience_1","小口径消音器 Lv1","减弱声音传播距离。",999,1,1,1200,"Accessory"
421,"Muzzle_S_Slience_2","小口径消音器 Lv2","减弱声音传播距离。",999,1,1,2000,"Accessory"
422,"Muzzle_S_Slience_3","小口径消音器 Lv3","减弱声音传播距离。",999,1,1,3250,"Accessory"
423,"Muzzle_S_Slience_4","小口径消音器 Lv4","减弱声音传播距离。",999,1,1,6800,"Accessory"
424,"Note_BlackMarket","黑市联络笔记","沾满黑乎乎的东西，记录着各路商人的信息，但是用某种方式加密了。",3,1,1,2541,"Information"
425,"UDisk","加密U盘","可用于存储资料。",3,1,1,2466,"Information"
426,"Key_HiddenWarehouse_Cellar","地窖钥匙","通往某处地窖。",2,1,1,220,"Key"
427,"Quest_Letter_HiddenWarehouse_Explorer","隐居者的信","我挖了条地道，直通对面的仓库后面。但是钥匙让我整丢了。",2,1,1,1,"Quest"
428,"Water","瓶装水","瓶装矿泉水，微微发绿。",2,1,1,375,"Food"
429,"PowerOfWishlist","愿望单之力","奖励给添加愿望单的勇士。你一定已经添加愿望单了对吧？对吧？",5,1,1,4580,"Luxury"
430,"Totem_ElecResist 2","图腾:抗电 Ⅱ","免疫触电。",4,1,1,3500,"Totem"
431,"Totem_ElecResist","图腾:抗电 Ⅰ","降低受到的电属性伤害。",3,1,1,2000,"Totem"
432,"Totem_Efficiency 2","图腾:效率 Ⅱ","医疗物品的效率提高。",2,1,1,1000,"Totem"
433,"Totem_GunControl 3","图腾:控枪 Ⅲ","降低枪械的后坐力与散布。",3,1,1,2000,"Totem"
434,"Totem_Reload","图腾：战术换弹","巨幅提高换弹速度。",4,1,1,3500,"Totem"
435,"Totem_Ninja 2","图腾:忍者 Ⅱ","降低奔跑时的声音传播距离。",2,1,1,1000,"Totem"
436,"Totem_Ninja","图腾:忍者 Ⅰ","小幅降低奔跑时的声音传播距离。",1,1,1,350,"Totem"
437,"Sniper_VPO_Deng","VPO-劳登改","经过劳登改造的VPO狙击步枪。",9,1,1,6046,"Weapon"
438,"Injection_HotBlood","热血针剂","变得易怒，受到伤害时移动速度与近战伤害会提高，持续60秒。",4,3,1,2868,"Injector"
439,"Formula_Injection_HotBlood","配方：热血针剂","在医疗站制作热血针剂的配方。",99,1,1,253,"Formula"
440,"Key_GasStation_Warehouse","废弃加油站钥匙","某处废弃加油站的钥匙。",1,1,1,220,"Key"
441,"Key_RedWareHosue_Warehouse","厂区办公室钥匙","打开位于工厂区的某处办公室。",1,1,1,220,"Key"
442,"Key_SmallRoom_HiddenWarehouse","小隔间钥匙","打开某个房子的小隔间。",1,1,1,220,"Key"
443,"Key_HiddenWarehouse_Cellar_Wire","地窖围栏钥匙","地窖中一处围栏的钥匙。",3,1,1,220,"Key"
444,"RedBag","红包","四次元红包，里面不一定装着什么好东西，拆开看看？",3,1,1,1817,"Luxury"
445,"LuckyNote_1","小纸条","恭喜发财。",9,10,1,10,"Special"
446,"NewYear_AncientCoins","铜钱串","好贵！",5,1,1,13666,"Luxury"
447,"NewYear_ChineseKnot","中国结","好看！",4,1,1,3885,"Luxury"
448,"NewYear_Lantern","红灯笼","好热闹！",2,1,1,2373,"Luxury"
449,"Dumpling","饺子","好吃！",2,3,1,212,"Food"
450,"S_GLick_Low","烂格力克","残次品的格力克。",0,1,1,66,"Weapon"
451,"Cash","现金","纸质现金。",1,1000000,100,1,"Cash"
452,"Grip_ALL_ADS_1","快速握把A","提高瞄准速度的握把。",2,1,1,500,"Accessory"
453,"Grip_ALL_ADS_2","快速握把B","大幅提高瞄准速度的握把。",3,1,1,1100,"Accessory"
454,"Grip_ALL_MOV_1","*Item_Grip_ALL_MOV_1*","*Item_Grip_ALL_MOV_1_Desc*",999,1,1,1,"Accessory"
455,"Grip_ALL_REC_1","垂直握把I","加强垂直后坐力控制的握把。",3,1,1,1100,"Accessory"
456,"Grip_ALL_REC_2","水平握把I","加强水平后坐力控制的握把。",3,1,1,1100,"Accessory"
457,"Grip_ALL_REC_3","平衡握把","加强后坐力控制的握把。",4,1,1,2400,"Accessory"
458,"Grip_ALL_REC_4","垂直握把II","极大幅加强垂直后坐力控制的握把。",4,1,1,2400,"Accessory"
459,"Grip_ALL_REC_5","水平握把II","极大幅加强水平后坐力控制的握把。",4,1,1,2400,"Accessory"
460,"Grip_ALL_SCA_1","腰射握把I","提高腰射控制与机动性的握把。",3,1,1,1100,"Accessory"
461,"Grip_ALL_SCA_2","*Item_Grip_ALL_SCA_2*","*Item_Grip_ALL_SCA_2_Desc*",999,1,1,1,"Accessory"
462,"Grip_ALL_SCA_3","腰射握把II","大幅提高腰射控制与机动性的握把。",4,1,1,2400,"Accessory"
463,"Muzzle_PST_REC_1","手枪制退器-均衡A","加强后坐力控制与射程的手枪枪口。",3,1,1,1100,"Accessory"
464,"Muzzle_PST_REC_2","手枪制退器-均衡B","大幅加强后坐力控制的手枪枪口。",3,1,1,1100,"Accessory"
465,"Muzzle_PST_SIL_1","手枪消音器","降低开枪时声响的手枪枪口，但会损失少量子弹速度与射程。",2,1,1,500,"Accessory"
466,"Muzzle_PST_DIS_1","手枪延长枪口","提高射程的手枪枪口，但会损失移动速度。",3,1,1,1100,"Accessory"
467,"Muzzle_PST_SCA_1","手枪制退器-散布","提高瞄准时散布控制的手枪枪口。",2,1,1,500,"Accessory"
468,"Muzzle_SMG_REC_1","冲锋枪制退器-均衡A","加强后坐力控制与射程的冲锋枪枪口。",3,1,1,1100,"Accessory"
469,"Muzzle_SMG_REC_2","冲锋枪制退器-均衡B","大幅加强后坐力控制的冲锋枪枪口。",3,1,1,1100,"Accessory"
470,"Muzzle_SMG_REC_3","冲锋枪垂直制退器","极大幅加强垂直后坐力控制的冲锋枪枪口。",4,1,1,2400,"Accessory"
471,"Muzzle_SMG_REC_4","冲锋枪水平制退器","极大幅加强水平后坐力控制的冲锋枪枪口。",4,1,1,2400,"Accessory"
472,"Muzzle_SMG_SCA_1","冲锋枪制退器-散布","提高瞄准时散布控制的冲锋枪枪口。",2,1,1,500,"Accessory"
473,"Muzzle_SMG_SCA_2","冲锋枪螺旋制退器","大幅提高瞄准时散布控制的冲锋枪枪口。",3,1,1,1100,"Accessory"
474,"Muzzle_SMG_SIL_1","冲锋枪消音器","降低开枪时声响的冲锋枪枪口，但会损失少量子弹速度与射程。",2,1,1,500,"Accessory"
475,"Muzzle_AR_DIS_1","步枪延长枪口","提高射程的步枪枪口，但会损失移动速度。",3,1,1,1100,"Accessory"
476,"Muzzle_AR_REC_1","步枪制退器-均衡A","加强后坐力控制与射程的步枪枪口。",3,1,1,1100,"Accessory"
477,"Muzzle_AR_REC_2","步枪制退器-均衡B","大幅加强后坐力控制的步枪枪口。",3,1,1,1100,"Accessory"
478,"Muzzle_AR_REC_3","步枪垂直制退器","极大幅加强垂直后坐力控制的步枪枪口。",4,1,1,2400,"Accessory"
479,"Muzzle_AR_REC_4","步枪水平制退器","极大幅加强水平后坐力控制的步枪枪口。",4,1,1,2400,"Accessory"
480,"Muzzle_AR_SCA_1","步枪制退器-散布","提高瞄准时散布控制的步枪枪口。",2,1,1,500,"Accessory"
481,"Muzzle_AR_SCA_2","步枪螺旋制退器","大幅提高瞄准时散布控制的步枪枪口。",3,1,1,1100,"Accessory"
482,"Muzzle_AR_SIL_1","步枪消音器","降低开枪时声响的步枪枪口，但会损失少量子弹速度与射程。",2,1,1,500,"Accessory"
483,"Muzzle_AR_SIL_2","*Item_Muzzle_AR_SIL_2*","*Item_Muzzle_AR_SIL_2_Desc*",999,1,1,1,"Accessory"
484,"Muzzle_SNP_DIS_1","狙击枪延长枪口","提高射程的狙击枪枪口，但会损失移动速度。",3,1,1,1100,"Accessory"
485,"Muzzle_SNP_REC_1","狙击枪制退器-均衡A","加强后坐力控制与射程的狙击枪枪口。",3,1,1,1100,"Accessory"
486,"Muzzle_SNP_REC_2","*Item_Muzzle_SNP_REC_2*","*Item_Muzzle_SNP_REC_2_Desc*",999,1,1,1,"Accessory"
487,"Muzzle_SNP_REC_3","狙击枪水平制退器","极大幅加强水平后坐力控制的狙击枪枪口。",4,1,1,2400,"Accessory"
488,"Muzzle_SNP_SCA_1","狙击枪制退器-散布","提高瞄准时散布控制的狙击枪枪口。",2,1,1,500,"Accessory"
489,"Muzzle_SNP_SCA_2","狙击枪制退器-机动","提高腰射控制的狙击枪枪口。",3,1,1,1100,"Accessory"
490,"Muzzle_SNP_SIL_1","狙击枪消音器","降低开枪时声响的狙击枪枪口，但会损失少量子弹速度与射程。",2,1,1,500,"Accessory"
491,"Muzzle_SNP_SIL_2","*Item_Muzzle_SNP_SIL_2*","*Item_Muzzle_SNP_SIL_2_Desc*",999,1,1,1,"Accessory"
492,"Muzzle_SNP_SIL_3","*Item_Muzzle_SNP_SIL_3*","*Item_Muzzle_SNP_SIL_3_Desc*",999,1,1,1,"Accessory"
493,"Muzzle_SHT_REC_1","霰弹枪制退器-均衡A","加强后坐力控制与射程的霰弹枪枪口。",3,1,1,1100,"Accessory"
494,"Muzzle_SHT_REC_2","*Item_Muzzle_SHT_REC_2*","*Item_Muzzle_SHT_REC_2_Desc*",999,1,1,1,"Accessory"
495,"Muzzle_SHT_REC_3","*Item_Muzzle_SHT_REC_3*","*Item_Muzzle_SHT_REC_3_Desc*",999,1,1,1,"Accessory"
496,"Muzzle_SHT_REC_4","*Item_Muzzle_SHT_REC_4*","*Item_Muzzle_SHT_REC_4_Desc*",999,1,1,1,"Accessory"
497,"Muzzle_SHT_SCA_1","*Item_Muzzle_SHT_SCA_1*","*Item_Muzzle_SHT_SCA_1_Desc*",999,1,1,1,"Accessory"
498,"Stock_PST_MOV_1","*Item_Stock_PST_MOV_1*","*Item_Stock_PST_MOV_1_Desc*",999,1,1,1,"Accessory"
499,"Stock_PST_REL_1","*Item_Stock_PST_REL_1*","*Item_Stock_PST_REL_1_Desc*",999,1,1,1,"Accessory"
500,"Stock_PST_SCA_1","*Item_Stock_PST_SCA_1*","*Item_Stock_PST_SCA_1_Desc*",999,1,1,1,"Accessory"
501,"Stock_PST_SCA_2","*Item_Stock_PST_SCA_2*","*Item_Stock_PST_SCA_2_Desc*",999,1,1,1,"Accessory"
502,"Stock_SMG_MOV_1","*Item_Stock_SMG_MOV_1*","*Item_Stock_SMG_MOV_1_Desc*",999,1,1,1,"Accessory"
503,"Stock_SMG_REC_1","*Item_Stock_SMG_REC_1*","*Item_Stock_SMG_REC_1_Desc*",999,1,1,1,"Accessory"
504,"Stock_SMG_REL_1","*Item_Stock_SMG_REL_1*","*Item_Stock_SMG_REL_1_Desc*",999,1,1,1,"Accessory"
505,"Stock_SMG_SCA_1","*Item_Stock_SMG_SCA_1*","*Item_Stock_SMG_SCA_1_Desc*",999,1,1,1,"Accessory"
506,"Stock_SMG_SCA_2","*Item_Stock_SMG_SCA_2*","*Item_Stock_SMG_SCA_2_Desc*",999,1,1,1,"Accessory"
507,"Stock_SMG_SCA_3","*Item_Stock_SMG_SCA_3*","*Item_Stock_SMG_SCA_3_Desc*",999,1,1,1,"Accessory"
508,"Stock_AR_MOV_1","快速枪托","大幅提高瞄准速度与机动性的枪托。",3,1,1,1100,"Accessory"
509,"Stock_AR_REC_1","平衡枪托I","加强后坐力控制的枪托。",2,1,1,500,"Accessory"
510,"Stock_AR_REC_2","平衡枪托II","大幅加强后坐力控制的枪托。",3,1,1,1100,"Accessory"
511,"Stock_AR_REL_1","轻型枪托","极大幅提高机动性的枪托。",4,1,1,2400,"Accessory"
512,"Stock_AR_SCA_1","*Item_Stock_AR_SCA_1*","*Item_Stock_AR_SCA_1_Desc*",999,1,1,1,"Accessory"
513,"Stock_AR_SCA_2","*Item_Stock_AR_SCA_2*","*Item_Stock_AR_SCA_2_Desc*",999,1,1,1,"Accessory"
514,"Stock_AR_SCA_3","腰射枪托I","加强腰射散布控制的枪托。",2,1,1,500,"Accessory"
515,"Stock_AR_SCA_4","控制枪托","加强瞄准散布控制的枪托。",2,1,1,500,"Accessory"
516,"Stock_AR_SCA_5","腰射枪托II","极大幅加强腰射散布控制的枪托。",4,1,1,2400,"Accessory"
517,"Stock_AR_SCA_6","*Item_Stock_AR_SCA_6*","*Item_Stock_AR_SCA_6_Desc*",999,1,1,1,"Accessory"
518,"Stock_SNP_REC_1","*Item_Stock_SNP_REC_1*","*Item_Stock_SNP_REC_1_Desc*",999,1,1,1,"Accessory"
519,"Stock_SNP_REC_2","狙击枪平衡枪托II","大幅加强后坐力控制的狙击枪枪托。",999,1,1,1100,"Accessory"
520,"Stock_SNP_SCA_1","*Item_Stock_SNP_SCA_1*","*Item_Stock_SNP_SCA_1_Desc*",999,1,1,1,"Accessory"
521,"Stock_SNP_SCA_2","狙击枪控制枪托I","加强瞄准散布控制的狙击枪枪托。",999,1,1,500,"Accessory"
522,"Stock_SNP_SCA_3","*Item_Stock_SNP_SCA_3*","*Item_Stock_SNP_SCA_3_Desc*",999,1,1,1,"Accessory"
523,"Stock_SNP_SCA_4","狙击枪控制枪托II","极大幅加强瞄准散布控制的狙击枪枪托。",999,1,1,2400,"Accessory"
524,"Stock_SHT_MOV_1","*Item_Stock_SHT_MOV_1*","*Item_Stock_SHT_MOV_1_Desc*",999,1,1,1,"Accessory"
525,"Stock_SHT_REC_1","*Item_Stock_SHT_REC_1*","*Item_Stock_SHT_REC_1_Desc*",999,1,1,1,"Accessory"
526,"Stock_SHT_REL_1","*Item_Stock_SHT_REL_1*","*Item_Stock_SHT_REL_1_Desc*",999,1,1,1,"Accessory"
527,"Stock_SHT_SCA_1","*Item_Stock_SHT_SCA_1*","*Item_Stock_SHT_SCA_1_Desc*",999,1,1,1,"Accessory"
528,"Stock_SHT_SCA_2","*Item_Stock_SHT_SCA_2*","*Item_Stock_SHT_SCA_2_Desc*",999,1,1,1,"Accessory"
529,"Stock_SHT_SCA_3","*Item_Stock_SHT_SCA_3*","*Item_Stock_SHT_SCA_3_Desc*",999,1,1,1,"Accessory"
530,"Stock_SHT_SCA_4","*Item_Stock_SHT_SCA_4*","*Item_Stock_SHT_SCA_4_Desc*",999,1,1,1,"Accessory"
531,"Magazine_PST_ADS_1","手枪快速弹匣I","提高瞄准速度的手枪弹匣。",2,1,1,500,"Accessory"
532,"Magazine_PST_ADS_2","手枪快速弹匣II","大幅提高瞄准速度的手枪弹匣。",3,1,1,1100,"Accessory"
533,"Magazine_PST_CAP_1","手枪扩容弹匣I","提高枪械载弹量的手枪弹匣。",2,1,1,500,"Accessory"
534,"Magazine_PST_CAP_2","手枪扩容弹匣II","大幅提高枪械载弹量的手枪弹匣。",3,1,1,1100,"Accessory"
535,"Magazine_PST_REL_1","*Item_Magazine_PST_REL_1*","*Item_Magazine_PST_REL_1_Desc*",999,1,1,1,"Accessory"
536,"Magazine_SMG_ADS_1","冲锋枪快速弹匣","提高瞄准速度的冲锋枪弹匣。",2,1,1,500,"Accessory"
537,"Magazine_SMG_CAP_1","冲锋枪扩容弹匣I","提高枪械载弹量的冲锋枪弹匣。",2,1,1,500,"Accessory"
538,"Magazine_SMG_CAP_2","冲锋枪扩容弹匣II","大幅提高枪械载弹量的冲锋枪弹匣。",3,1,1,1100,"Accessory"
539,"Magazine_SMG_CAP_3","冲锋枪扩容弹匣III","极大幅提高枪械载弹量的冲锋枪弹匣。",4,1,1,2400,"Accessory"
540,"Magazine_SMG_REL_1","*Item_Magazine_SMG_REL_1*","*Item_Magazine_SMG_REL_1_Desc*",999,1,1,1,"Accessory"
541,"Magazine_SMG_REL_2","*Item_Magazine_SMG_REL_2*","*Item_Magazine_SMG_REL_2_Desc*",999,1,1,1,"Accessory"
542,"Magazine_SMG_REL_3","*Item_Magazine_SMG_REL_3*","*Item_Magazine_SMG_REL_3_Desc*",999,1,1,1,"Accessory"
543,"Magazine_AR_ADS_1","步枪快速弹匣I","提高瞄准速度的步枪弹匣。",2,1,1,500,"Accessory"
